_RaceInfo__race_name,_RaceInfo__race_type,_RaceInfo__baba,_RaceInfo__weather,_RaceInfo__glass_condition,_RaceInfo__dirt_condition,_RaceInfo__distance,_RaceInfo__around,_RaceInfo__in_out,_RaceInfo__race_time,_RaceInfo__hold_no,_RaceInfo__hold_date,_RaceInfo__race_class,_RaceInfo__grade,_RaceInfo__require_age,_RaceInfo__require_gender,_RaceInfo__require_kyushu,_RaceInfo__require_beginner_jockey,_RaceInfo__require_country,_RaceInfo__require_local,_RaceInfo__load_kind,_RaceInfo__first_prize,_RaceInfo__second_prize,_RaceInfo__third_prize,_RaceInfo__fourth_prize,_RaceInfo__fifth_prize,_RaceInfo__horse_num
AIゆま様予想公開引退記念,平,ダ,,,稍,1500,右,,15:50,12,2,サラ系3歳 3歳,,3歳 3歳,,0,0,,,,36.0,11.9,7.2,4.7,3.2,12
